"date","emb_price","credit_spread","oil_price","vix"
"2018-08-03",108.31,2.31,114.16,11.64
"2018-08-06",108.13,2.31,114.48,11.27
"2018-08-07",107.97,2.24,114.88,10.93
"2018-08-08",107.97,2.25,111.2,10.85
"2018-08-09",107.59,2.26,111.04,11.27
"2018-08-10",106.37,2.35,112.64,13.16
"2018-08-13",105.9,2.36,112.08,14.78
"2018-08-14",106.59,2.33,111.92,13.31
"2018-08-15",106.37,2.39,108.08,14.64
"2018-08-16",106.59,2.33,109.04,13.45
"2018-08-17",107.02,2.33,109.52,12.64
"2018-08-20",106.88,2.36,110.08,12.49
"2018-08-21",107.18,2.33,110.64,12.86
"2018-08-22",107.65,2.32,114.16,12.25
"2018-08-23",107.12,2.31,114.16,12.41
"2018-08-24",107.4,2.3,115.44,11.99
"2018-08-27",107.54,2.27,116,12.16
"2018-08-28",107.34,2.24,115.44,12.5
"2018-08-29",107.02,2.24,117.28,12.25
"2018-08-30",106.43,2.27,118,13.53
"2018-08-31",106.1,2.3,117.68,12.86
"2018-09-04",105.34,2.27,116.64,13.16
"2018-09-05",105.41,2.29,115.92,13.91
"2018-09-06",105.88,2.31,114.4,14.65
"2018-09-07",105.6,2.26,114.24,14.88
"2018-09-10",105.4,2.25,113.68,14.16
"2018-09-11",105.2,2.21,116.8,13.22
"2018-09-12",105.54,2.2,118.24,13.14
"2018-09-13",106.57,2.17,115.92,12.37
"2018-09-14",106.69,2.13,116,12.07
"2018-09-17",106.36,2.14,115.76,13.68
"2018-09-18",106.03,2.1,117.52,12.79
"2018-09-19",106.41,2.09,119.52,11.75
"2018-09-20",107.01,2.11,118.4,11.8
"2018-09-21",107.24,2.12,119.68,11.68
"2018-09-24",107.13,2.14,122,12.2
"2018-09-25",107.21,2.13,122.16,12.42
"2018-09-26",107.7,2.13,120.88,12.89
"2018-09-27",108.08,2.12,122.08,12.41
"2018-09-28",107.81,2.12,124.16,12.12
"2018-10-01",107.36,2.09,127.6,12
"2018-10-02",107.47,2.09,126.96,12.05
"2018-10-03",106.91,2.03,128.64,11.61
"2018-10-04",106.16,2.14,125.92,14.22
"2018-10-05",105.84,2.17,125.52,14.82
"2018-10-08",105.81,2.17,125.44,15.69
"2018-10-09",105.85,2.26,126.56,15.95
"2018-10-10",105.41,2.35,123.04,22.96
"2018-10-11",105.57,2.4,119.6,24.98
"2018-10-12",105.81,2.37,120.96,21.31
"2018-10-15",105.83,2.32,121.04,21.3
"2018-10-16",106.23,2.29,121.52,17.62
"2018-10-17",105.98,2.28,118.56,17.4
"2018-10-18",105.58,2.34,116.48,20.06
"2018-10-19",105.46,2.34,117.76,19.89
"2018-10-22",105.35,2.35,117.92,19.64
"2018-10-23",105.38,2.46,112.32,20.71
"2018-10-24",104.97,2.48,112.4,25.23
"2018-10-25",105.3,2.49,113.68,24.22
"2018-10-26",105.44,2.6,114.64,24.16
"2018-10-29",104.99,2.58,112.88,24.7
"2018-10-30",105.1,2.59,112.24,23.35
"2018-10-31",104.66,2.53,110.32,21.23
"2018-11-01",104.7,2.53,107.68,19.34
"2018-11-02",104.58,2.44,106.48,19.51
"2018-11-05",104.83,2.43,106.4,19.96
"2018-11-06",104.7,2.39,105.44,19.91
"2018-11-07",104.95,2.32,104.48,16.36
"2018-11-08",104.56,2.28,102.72,16.72
"2018-11-09",104.61,2.39,101.6,17.36
"2018-11-12",104.23,2.38,99.84,20.45
"2018-11-13",104.1,2.53,93.52,20.02
"2018-11-14",104.3,2.62,95.6,21.25
"2018-11-15",103.87,2.71,95.84,19.98
"2018-11-16",104.03,2.78,96.56,18.14
"2018-11-19",103.66,2.82,97.12,20.1
"2018-11-20",102.82,2.88,90.16,22.48
"2018-11-21",103.29,2.8,92.16,20.8
"2018-11-23",102.93,2.83,86.64,21.52
"2018-11-26",103.08,2.8,87.52,18.9
"2018-11-27",102.36,2.84,87.6,19.02
"2018-11-28",103.64,2.79,85.28,18.49
"2018-11-29",103.46,2.76,86.96,18.79
"2018-11-30",103.69,2.8,85.84,18.07
"2018-12-03",103.96,2.73,90.16,16.44
"2018-12-04",103.66,2.82,89.44,20.74
"2018-12-06",103.97,2.99,87.52,21.19
"2018-12-07",104.07,2.99,88.88,23.23
"2018-12-10",104.07,3.02,86,22.64
"2018-12-11",104.14,2.95,87.6,21.76
"2018-12-12",104.33,2.86,86.56,21.46
"2018-12-13",104.63,2.84,89.68,20.65
"2018-12-14",104.65,2.9,86.56,21.63
"2018-12-17",104.79,2.99,83.6,24.52
"2018-12-18",103.61,3.08,78.32,25.58
"2018-12-19",103.47,3.19,80.16,25.58
"2018-12-20",103.28,3.4,77.76,28.38
"2018-12-21",102.95,3.49,76.56,30.11
"2018-12-24",102.9,3.59,74.32,36.07
"2018-12-26",103.05,3.62,79.2,30.41
"2018-12-27",103.48,3.63,76.96,29.96
"2018-12-28",103.55,3.56,76.24,28.34
"2018-12-31",103.91,3.6,77.28,25.42
"2019-01-02",103.91,3.61,78.8,23.22
"2019-01-03",104.35,3.71,79.6,25.45
"2019-01-04",105.14,3.4,81.44,21.38
"2019-01-07",105.59,3.21,82.32,21.4
"2019-01-08",105.51,3.05,84,20.47
"2019-01-09",105.7,2.95,88.4,19.98
"2019-01-10",105.51,2.95,88.8,19.5
"2019-01-11",105.52,2.96,87.2,18.19
"2019-01-14",105.4,2.99,85.52,19.07
"2019-01-15",105.76,2.95,88,18.6
"2019-01-16",105.85,2.85,88.48,19.04
"2019-01-17",106.21,2.8,88.24,18.06
"2019-01-18",106.72,2.71,90.48,17.8
"2019-01-22",106.75,2.8,88.96,20.8
"2019-01-23",107.28,2.79,88.4,19.52
"2019-01-24",107.8,2.83,89.36,18.89
"2019-01-25",107.7,2.72,90,17.42
"2019-01-28",107.21,2.77,87.6,18.87
"2019-01-29",107.3,2.76,89.28,19.13
"2019-01-30",108.06,2.74,91.2,17.66
"2019-01-31",108.88,2.75,90.8,16.57
"2019-02-01",108.59,2.67,93.04,16.14
"2019-02-04",108.22,2.63,92,15.73
"2019-02-05",108.94,2.54,90.32,15.57
"2019-02-06",108.38,2.52,90.56,15.38
"2019-02-07",108.18,2.67,88.56,16.37
"2019-02-08",107.7,2.69,88.64,15.72
"2019-02-11",107.45,2.66,88.08,15.97
"2019-02-12",107.85,2.56,89.28,15.43
"2019-02-13",107.86,2.5,90.72,15.65
"2019-02-14",108.14,2.55,91.84,16.22
"2019-02-15",108.23,2.51,93.68,14.91
"2019-02-19",108.16,2.51,94.24,14.88
"2019-02-20",108.17,2.48,95.44,14.02
"2019-02-21",108.1,2.46,95.04,14.46
"2019-02-22",108.77,2.48,95.6,13.51
"2019-02-25",108.59,2.42,92.56,14.85
"2019-02-26",108.91,2.44,93.04,15.17
"2019-02-27",108.94,2.39,95.12,14.7
"2019-02-28",108.87,2.39,95.6,14.78
"2019-03-01",108.04,2.33,93.28,13.57
"2019-03-04",107.98,2.35,94.4,14.63
"2019-03-05",108.03,2.35,94.56,14.74
"2019-03-06",107.94,2.41,94,15.74
"2019-03-07",107.69,2.51,94.48,16.59
"2019-03-08",107.99,2.57,93.84,16.05
"2019-03-11",108.39,2.52,94.88,14.33
"2019-03-12",108.73,2.48,95.12,13.77
"2019-03-13",108.76,2.41,97.52,13.41
"2019-03-14",108.6,2.39,97.76,13.5
"2019-03-15",109.04,2.37,97.6,12.88
"2019-03-18",109.14,2.37,98.48,13.1
"2019-03-19",109.22,2.33,98.24,13.56
"2019-03-20",110.19,2.39,100,13.91
"2019-03-21",110.16,2.33,99.52,13.63
"2019-03-22",109.43,2.42,97.84,16.48
"2019-03-25",110.04,2.48,98,16.33
"2019-03-26",110.14,2.47,99.76,14.68
"2019-03-27",109.73,2.47,98.72,15.15
"2019-03-28",109.96,2.46,98.8,14.43
"2019-03-29",110.06,2.39,100,13.71
"2019-04-01",109.8,2.33,102.56,13.4
"2019-04-02",109.87,2.36,104.08,13.36
"2019-04-03",109.62,2.32,103.92,13.74
"2019-04-04",109.59,2.33,103.36,13.58
"2019-04-05",110.02,2.29,105.2,12.82
"2019-04-08",109.58,2.28,107.2,13.18
"2019-04-09",109.65,2.29,106.64,14.28
"2019-04-10",109.87,2.31,107.28,13.3
"2019-04-11",109.47,2.23,106.16,13.02
"2019-04-12",109.46,2.13,106.4,12.01
"2019-04-15",109.53,2.16,105.92,12.32
"2019-04-16",109.32,2.12,106.96,12.18
"2019-04-17",109.42,2.16,106.24,12.6
"2019-04-18",109.51,2.2,106.56,12.09
"2019-04-22",109.43,2.2,109.36,12.42
"2019-04-23",109.76,2.19,110.32,12.28
"2019-04-24",109.45,2.21,109.44,13.14
"2019-04-25",109.6,2.23,108.24,13.25
"2019-04-26",109.53,2.25,104.72,12.73
"2019-04-29",109.64,2.22,105.84,13.11
"2019-04-30",109.8,2.26,106.32,13.12
"2019-05-01",109.32,2.24,105.76,14.8
"2019-05-02",109.15,2.27,102.56,14.42
"2019-05-03",109.77,2.25,102.96,12.87
"2019-05-06",109.75,2.32,104.56,15.44
"2019-05-07",109.17,2.38,101.84,19.32
"2019-05-08",109.29,2.37,103.12,19.4
"2019-05-09",108.96,2.48,102.48,19.1
"2019-05-10",109.33,2.5,102.72,16.04
"2019-05-13",108.45,2.66,101.44,20.55
"2019-05-14",108.79,2.6,102.96,18.06
"2019-05-15",109.19,2.63,103.76,16.44
"2019-05-16",109.21,2.54,105.12,15.29
"2019-05-17",108.96,2.55,104.64,15.96
"2019-05-20",109.45,2.55,105.2,16.31
"2019-05-21",109.58,2.48,105.04,14.95
"2019-05-22",109.52,2.5,101.92,14.75
"2019-05-23",109.37,2.66,96.72,16.92
"2019-05-24",109.48,2.61,97.84,15.85
"2019-05-28",109.62,2.63,97.84,17.5
"2019-05-29",109.56,2.76,97.92,17.9
"2019-05-30",109.89,2.72,94.08,17.3
"2019-05-31",109.89,2.94,88.8,18.71
"2019-06-03",109.39,3.05,87.92,18.86
"2019-06-04",110.05,2.88,89.28,16.97
"2019-06-05",110.4,2.82,86.16,16.09
"2019-06-06",110.82,2.76,88.48,15.93
"2019-06-07",111.49,2.7,89.84,16.3
"2019-06-10",111.35,2.6,88.88,15.94
"2019-06-11",111.2,2.55,88.88,15.99
"2019-06-12",111.11,2.57,85.12,15.91
"2019-06-13",111.36,2.58,87.04,15.82
"2019-06-14",111.27,2.56,87.52,15.28
"2019-06-17",111.32,2.56,86.48,15.35
"2019-06-18",112.45,2.49,90,15.15
"2019-06-19",113.43,2.51,90.64,14.33
"2019-06-20",113.94,2.39,94.8,14.75
"2019-06-21",112.83,2.3,95.76,15.4
"2019-06-24",113.05,2.33,96.08,15.26
"2019-06-25",112.47,2.41,96,16.28
"2019-06-26",112.66,2.39,98.32,16.21
"2019-06-27",113.12,2.42,98.32,15.82
"2019-06-28",113.29,2.39,96.32,15.08
"2019-07-01",113.43,2.35,98.24,14.06
"2019-07-02",113.63,2.4,93.6,12.93
"2019-07-03",113.94,2.39,94.16,12.57
"2019-07-05",113.35,2.35,95.6,13.28
"2019-07-08",113.19,2.36,95.44,13.96
"2019-07-09",112.92,2.38,96.32,14.09
"2019-07-10",113.1,2.37,100.24,13.03
"2019-07-11",112.77,2.35,100.4,12.93
"2019-07-12",113,2.37,100.16,12.39
"2019-07-15",113.23,2.37,98.4,12.68
"2019-07-16",113.17,2.34,96.56,12.86
"2019-07-17",113.3,2.38,94,13.97
"2019-07-18",113.51,2.45,92.48,13.53
"2019-07-19",113.34,2.41,93.36,14.45
"2019-07-22",113.74,2.41,93.44,13.53
"2019-07-23",114.09,2.35,94.48,12.61
"2019-07-24",114.35,2.33,92.72,12.07
"2019-07-25",114.18,2.29,92.8,12.74
"2019-07-26",114.12,2.26,93.2,12.16
"2019-07-29",114.11,2.29,94.56,12.83
"2019-07-30",113.92,2.32,96.64,13.94
"2019-07-31",113.68,2.34,96.32,16.12
"2019-08-01",113.75,2.48,90.48,17.87
"2019-08-02",113.68,2.54,91.84,17.61
"2019-08-05",112.56,2.83,90.96,24.59
"2019-08-06",113.35,2.77,89.12,20.17
"2019-08-07",113.92,2.78,86.72,19.49
"2019-08-08",114.49,2.59,87.68,16.91
"2019-08-09",114.43,2.57,90.24,17.97
"2019-08-12",113.23,2.63,90.88,21.09
"2019-08-13",113.07,2.49,94.96,17.52
"2019-08-14",112.92,2.7,91.52,22.1
"2019-08-15",113.37,2.72,90.8,21.18
"2019-08-16",114.02,2.67,91.2,18.47
"2019-08-19",113.56,2.59,93.28,16.88
"2019-08-20",113.59,2.6,93.04,17.5
"2019-08-21",113.92,2.47,92.88,15.8
"2019-08-22",113.98,2.41,92.24,16.68
"2019-08-23",114.03,2.47,89.52,19.87
"2019-08-26",113.93,2.45,89.44,19.32
"2019-08-27",114.25,2.44,91.36,20.31
"2019-08-28",114.38,2.4,93.12,19.35
"2019-08-29",114.64,2.34,94.24,17.88
"2019-08-30",115.02,2.35,91.68,18.98
"2019-09-03",114.87,2.46,89.76,19.66
"2019-09-04",115.59,2.47,93.68,17.33
"2019-09-05",114.97,2.32,93.6,16.27
"2019-09-06",115.38,2.31,94.16,15
"2019-09-09",114.43,2.25,96.64,15.27
"2019-09-10",113.58,2.19,95.84,15.2
"2019-09-11",113.7,2.24,93.44,14.61
"2019-09-12",113.92,2.17,91.76,14.22
"2019-09-13",112.61,2.19,91.52,13.74
"2019-09-16",113.09,2.2,102.64,14.67
"2019-09-17",113.45,2.2,98.32,14.44
"2019-09-18",113.46,2.2,96.8,13.95
"2019-09-19",113.96,2.17,97.52,14.05
"2019-09-20",114.47,2.19,97.6,15.32
"2019-09-23",114.21,2.22,97.68,14.91
"2019-09-24",113.48,2.27,95.2,17.05
"2019-09-25",113.15,2.27,94.4,15.96
"2019-09-26",113.38,2.29,94.4,16.07
"2019-09-27",113.23,2.33,93.28,17.22
"2019-09-30",113.35,2.32,90.72,16.24
"2019-10-01",112.41,2.37,89.52,18.56
"2019-10-02",112.39,2.53,87.84,20.56
"2019-10-03",112.93,2.62,87.44,19.12
"2019-10-04",113.92,2.6,88.32,17.04
"2019-10-07",113.28,2.54,88.32,17.86
"2019-10-08",113.17,2.59,87.12,20.28
"2019-10-09",113.18,2.53,87.92,18.64
"2019-10-10",112.99,2.47,89.52,17.57
"2019-10-11",112.91,2.33,91.36,15.58
"2019-10-14",112.96,2.33,89.44,14.57
"2019-10-15",113.2,2.24,88.48,13.54
"2019-10-16",113.02,2.26,89.12,13.68
"2019-10-17",113.18,2.26,90.24,13.79
"2019-10-18",113.28,2.26,89.76,14.25
"2019-10-21",112.87,2.22,89.68,14
"2019-10-22",113.28,2.23,90.72,14.46
"2019-10-23",113.48,2.22,93.2,14.01
"2019-10-24",113.48,2.2,93.84,13.71
"2019-10-25",113.45,2.14,94.64,12.65
"2019-10-28",113.27,2.12,93.2,13.11
"2019-10-29",112.97,2.12,92.64,13.2
"2019-10-30",113.09,2.19,91.76,12.33
"2019-10-31",113.6,2.38,90.4,13.22
"2019-11-01",113.6,2.32,93.52,12.3
"2019-11-04",113.36,2.25,94.48,12.83
"2019-11-05",112.54,2.22,95.44,13.1
"2019-11-06",112.59,2.24,94.48,12.62
"2019-11-07",112.2,2.19,95.04,12.73
"2019-11-08",112.36,2.24,95.92,12.07
"2019-11-11",112.27,2.23,95.12,12.69
"2019-11-12",112.04,2.24,94.96,12.68
"2019-11-13",111.87,2.26,95.68,13
"2019-11-14",112.46,2.29,95.28,13.05
"2019-11-15",112.55,2.29,96.64,12.05
"2019-11-18",112.02,2.33,95.2,12.46
"2019-11-19",111.77,2.32,92.56,12.86
"2019-11-20",111.96,2.37,95.2,12.78
"2019-11-21",111.97,2.34,97.6,13.13
"2019-11-22",112.27,2.3,96.88,12.34
"2019-11-25",112.26,2.26,96.88,11.87
"2019-11-26",112.56,2.23,97.52,11.54
"2019-11-27",112.4,2.17,97.12,11.75
"2019-11-29",112.12,2.18,92.96,12.62
"2019-12-02",111.26,2.2,93.36,14.91
"2019-12-03",111.48,2.33,94.08,15.96
"2019-12-04",111.74,2.22,97.52,14.8
"2019-12-05",112.07,2.21,97.52,14.52
"2019-12-06",112.3,2.12,98.56,13.62
"2019-12-09",112.6,2.11,98.64,15.86
"2019-12-10",112.6,2.08,99.12,15.68
"2019-12-11",113.35,2.09,98.4,14.99
"2019-12-12",113.36,1.96,98.96,13.94
"2019-12-13",113.78,2.01,99.92,12.63
"2019-12-16",113.85,1.94,100.72,12.14
"2019-12-17",114.27,1.92,101.76,12.29
"2019-12-18",114.49,1.88,101.92,12.58
"2019-12-19",113.66,1.92,102.24,12.5
"2019-12-20",113.94,1.92,101.04,12.51
"2019-12-23",114.07,1.91,101.6,12.61
"2019-12-24",114.27,1.93,102.16,12.67
"2019-12-26",114.43,1.94,103.12,12.65
"2019-12-27",114.74,1.96,103.28,13.43
"2019-12-30",114.55,2.01,103.12,14.82
"2019-12-31",114.56,2.02,102.48,13.78
"2020-01-02",114.7,1.99,102.48,12.47
"2020-01-03",114.41,2.04,105.44,14.02
"2020-01-06",114.18,2,105.28,13.85
"2020-01-07",114.36,1.98,105.04,13.79
"2020-01-08",114.66,1.95,101.28,13.45
"2020-01-09",114.58,1.94,99.92,12.54
"2020-01-10",114.6,1.95,99.28,12.56
"2020-01-13",114.71,1.93,97.6,12.32
"2020-01-14",114.68,1.91,98.24,12.39
"2020-01-15",115.11,1.9,97.44,12.42
"2020-01-16",115.35,1.89,98.32,12.32
"2020-01-17",115.21,1.87,98.64,12.1
"2020-01-21",115.11,1.94,97.92,12.85
"2020-01-22",115.2,1.95,95.2,12.91
"2020-01-23",114.93,2.02,93.28,12.98
"2020-01-24",114.78,2.1,91.44,14.56
"2020-01-27",114.64,2.4,88.8,18.23
"2020-01-28",115.18,2.23,90,16.28
"2020-01-29",115.71,2.19,89.28,16.39
"2020-01-30",115.63,2.3,88.64,15.49
"2020-01-31",115.98,2.41,86.72,18.84
"2020-02-03",115.54,2.34,83.92,17.97
"2020-02-04",115.4,2.24,83.52,16.05
"2020-02-05",115.44,2.15,85.6,15.15
"2020-02-06",115.72,2.12,85.92,14.96
"2020-02-07",115.72,2.18,84.64,15.47
"2020-02-10",115.74,2.16,83.36,15.04
"2020-02-11",115.69,2.11,84,15.18
"2020-02-12",115.86,2.05,86.48,13.74
"2020-02-13",115.89,2.04,86.72,14.15
"2020-02-14",116.35,2.04,87.6,13.68
"2020-02-18",116.45,2.08,87.6,14.83
"2020-02-19",116.68,2.04,89.44,14.38
"2020-02-20",116.75,2.08,90.24,15.56
"2020-02-21",117.01,2.14,89.28,17.08
"2020-02-24",116.5,2.45,85.92,25.03
"2020-02-25",115.78,2.59,83.2,27.85
"2020-02-26",115.72,2.65,81.52,27.56
"2020-02-27",114.28,2.95,78.24,39.16
"2020-02-28",114.12,3.32,75.6,40.11
"2020-03-02",114.62,3.25,79.36,33.42
"2020-03-03",115.95,3.12,79.12,36.82
"2020-03-04",116.81,3.03,78.88,31.99
"2020-03-05",115.78,3.27,76.88,39.62
"2020-03-06",115.3,3.77,69.84,41.94
"2020-03-09",105.96,4.69,52.16,54.46
"2020-03-10",107.19,4.4,57.92,47.3
"2020-03-11",102.34,4.59,55.52,53.9
"2020-03-12",97.3,5.3,52.32,75.47
"2020-03-13",100.06,5.21,55.68,57.83
"2020-03-16",95.44,6.16,48.4,82.69
"2020-03-17",94.51,6.18,45.68,75.91
"2020-03-18",85.8,6.7,37.68,76.45
"2020-03-19",87.98,7.43,42.96,72
"2020-03-20",91.09,7.67,39.52,66.04
"2020-03-23",91.35,8.37,39.04,61.59
"2020-03-24",94.2,8.05,39.84,61.67
"2020-03-25",97.98,7.63,40.64,63.95
"2020-03-26",99.6,6.94,38.64,61
"2020-03-27",97.55,6.63,35.76,65.54
"2020-03-30",97.42,6.5,33.84,57.08
"2020-03-31",96.68,6.41,33.68,53.54
"2020-04-01",93.85,6.68,35.04,57.06
"2020-04-02",95.77,6.72,40.88,50.91
"2020-04-03",95.6,6.93,47.2,46.8
"2020-04-06",97.53,6.76,43.84,45.24
"2020-04-07",98.09,6.39,40.72,46.7
"2020-04-08",98.51,6.33,42.96,43.35
"2020-04-09",101.35,5.57,39.84,41.67
"2020-04-13",101.15,5.3,39.44,41.17
"2020-04-14",101.82,4.99,37.28,37.76
"2020-04-15",99.8,5.3,35.44,40.84
"2020-04-16",99.15,5.24,34.88,40.11
"2020-04-17",99.85,5,33.68,38.15
"2020-04-20",99.22,5.21,30,43.83
"2020-04-21",97.83,5.57,22.48,45.41
"2020-04-22",97.91,5.53,20.08,41.98
"2020-04-23",98.38,5.53,21.12,41.38
"2020-04-24",97.95,5.66,20.56,35.93
"2020-04-27",97.78,5.63,17.52,33.29
"2020-04-28",98.74,5.63,17.04,33.57
"2020-04-29",100.32,5.5,18,31.23
"2020-04-30",100.5,5.39,19.12,34.15
"2020-05-01",99.69,5.47,18.86,37.19
"2020-05-04",99.69,5.55,19.67,35.97
"2020-05-05",100.78,5.37,21.51,33.61
"2020-05-06",100.33,5.37,20.85,34.12
"2020-05-07",101.13,5.37,20.47,31.44
"2020-05-08",101.65,5.3,21.47,27.98
"2020-05-11",102.21,5.28,21.17,27.57
"2020-05-12",102.02,5.21,20.97,33.04
"2020-05-13",101.41,5.41,20.6,35.28
"2020-05-14",101.88,5.59,21.45,32.61
"2020-05-15",102.16,5.6,22.39,31.89
"2020-05-18",103.94,5.22,24.31,29.3
"2020-05-19",104.02,5.18,24.44,30.53
"2020-05-20",106.02,4.99,25.34,27.99
