"date","emb_price","credit_spread","oil_price","vix"
"2025-01-13",88.64,1.79,82.23,19.19
"2025-01-14",88.77,1.76,81.67,18.71
"2025-01-15",89.79,1.7,84.34,16.12
"2025-01-16",89.68,1.71,82.94,16.6
"2025-01-17",89.85,1.63,82.52,15.97
"2025-01-21",90.46,1.6,81.11,15.06
"2025-01-22",90.21,1.58,80.43,15.1
"2025-01-23",90.19,1.61,79.21,15.02
"2025-01-24",90.34,1.59,79.6,14.85
"2025-01-27",90.6,1.64,77.93,17.9
"2025-01-28",90.56,1.64,78.86,16.41
"2025-01-29",90.48,1.66,77.78,16.56
"2025-01-30",90.86,1.66,77.75,15.84
"2025-01-31",90.55,1.66,78.02,16.43
"2025-02-03",90.25,1.68,77.82,18.62
"2025-02-04",90.57,1.66,77.51,17.21
"2025-02-05",91.08,1.65,76.09,15.77
"2025-02-06",91,1.62,75.45,15.5
"2025-02-07",90.65,1.63,75.86,16.54
"2025-02-10",90.65,1.6,77.4,15.81
"2025-02-11",90.25,1.62,78.27,16.02
"2025-02-12",89.97,1.6,76.32,15.89
"2025-02-13",90.71,1.61,76.39,15.1
"2025-02-14",90.99,1.59,75.82,14.77
"2025-02-18",90.6,1.56,76.96,15.35
"2025-02-19",90.62,1.63,77.45,15.27
"2025-02-20",90.79,1.62,77.76,15.66
"2025-02-21",90.82,1.73,75.35,18.21
"2025-02-24",90.91,1.73,75.97,18.98
"2025-02-25",91.48,1.78,74.13,19.43
"2025-02-26",91.78,1.77,73.85,19.1
"2025-02-27",91.47,1.76,75.28,21.13
"2025-02-28",92.03,1.82,75.22,19.63
"2025-03-03",91.45,1.87,73.32,22.78
"2025-03-04",91.31,1.9,73.31,23.51
"2025-03-05",91.28,1.8,71.42,21.93
"2025-03-06",90.74,1.89,71.13,24.87
"2025-03-07",90.99,1.87,72.09,23.37
"2025-03-10",90.87,2.02,70.89,27.86
"2025-03-11",90.69,2.04,71.45,26.92
"2025-03-12",90.67,2.02,72.8,24.23
"2025-03-13",90.63,2.17,71.62,24.66
"2025-03-14",90.72,2.04,72.28,21.77
"2025-03-17",90.96,1.98,72.71,20.51
"2025-03-18",90.93,2.01,72.21,21.7
"2025-03-19",91.43,1.96,72.42,19.9
"2025-03-20",91.25,1.95,73.73,19.8
"2025-03-21",90.98,1.99,73.79,19.28
"2025-03-24",90.92,1.85,74.88,17.48
"2025-03-25",91.01,1.89,74.82,17.15
"2025-03-26",90.49,1.98,75.42,18.33
"2025-03-27",90.29,2.05,75.48,18.69
"2025-03-28",90.39,2.21,74.77,21.65
"2025-03-31",90.59,2.24,77.33,22.28
"2025-04-01",90.48,2.2,77.08,21.77
"2025-04-02",90.44,2.12,77.74,21.51
"2025-04-03",89.9,2.6,72.25,30.02
"2025-04-04",88.59,2.94,67.92,45.31
"2025-04-07",87.16,3.06,65.98,46.98
"2025-04-08",86.54,3.04,63.34,52.33
"2025-04-09",88.77,2.87,67.58,33.62
"2025-04-10",87.05,2.92,65.32,40.72
"2025-04-11",87.36,2.78,66.46,37.56
"2025-04-14",88.27,2.7,66.66,30.89
"2025-04-15",88.54,2.65,66.48,30.12
"2025-04-16",88.57,2.7,67.75,32.64
"2025-04-17",88.8,2.58,69.48,29.65
"2025-04-21",87.77,2.7,68.62,33.82
"2025-04-22",88.68,2.56,69.37,30.57
"2025-04-23",89.07,2.37,68.05,28.45
"2025-04-24",90.02,2.36,68.46,26.47
"2025-04-25",90.38,2.33,69.03,24.84
"2025-04-28",90.48,2.39,67.76,25.15
"2025-04-29",90.6,2.39,65.85,24.17
"2025-04-30",89.96,2.54,63.56,24.7
"2025-05-01",89.6,2.4,64.52,24.6
"2025-05-02",89.36,2.23,64.01,22.68
"2025-05-05",89.18,2.23,62.37,23.64
"2025-05-06",89.55,2.3,64.6,24.76
"2025-05-07",89.9,2.3,63.51,23.55
"2025-05-08",89.54,2.15,65.6,22.48
"2025-05-09",89.68,2.18,66.61,21.9
"2025-05-12",90.2,1.85,67.6,18.39
"2025-05-13",90.28,1.79,69.59,18.22
"2025-05-14",89.98,1.82,68.73,18.62
"2025-05-15",90.28,1.91,67.59,17.83
"2025-05-16",90.45,1.87,68.1,17.24
"2025-05-19",90.51,1.9,68.51,18.14
"2025-05-20",90.37,1.89,68.66,18.09
"2025-05-21",89.54,1.93,67.59,20.87
"2025-05-22",89.84,1.99,67.14,20.28
"2025-05-23",89.93,2.05,67.99,22.29
"2025-05-27",90.48,1.91,67.28,18.96
"2025-05-28",90.29,1.9,67.89,19.31
"2025-05-29",90.6,1.91,67.19,19.18
"2025-05-30",90.6,1.97,67.15,18.57
"2025-06-02",90.16,1.92,69.55,18.36
"2025-06-03",90.45,1.84,69.89,17.69
"2025-06-04",90.79,1.87,69.34,17.61
"2025-06-05",90.57,1.81,69.93,18.48
"2025-06-06",90.43,1.75,71.38,16.77
"2025-06-09",90.66,1.75,72.05,17.16
"2025-06-10",91.06,1.74,71.6,16.95
"2025-06-11",91.33,1.76,74.82,17.26
"2025-06-12",91.49,1.82,75.05,18.02
"2025-06-13",90.91,1.82,80.22,20.82
"2025-06-16",91.01,1.78,78.59,19.11
"2025-06-17",91.08,1.86,82.3,21.6
"2025-06-18",91.02,1.84,82.27,20.14
"2025-06-20",91.14,1.82,83.12,20.62
"2025-06-23",91.4,1.82,76.41,19.83
"2025-06-24",91.95,1.76,73,17.48
"2025-06-25",91.9,1.76,73.31,16.76
"2025-06-26",92.18,1.75,73.59,16.59
"2025-06-27",92.1,1.73,73.28,16.32
"2025-06-30",92.62,1.71,73.11,16.73
"2025-07-01",92.42,1.67,73.93,16.83
"2025-07-02",92.33,1.66,75.59,16.64
"2025-07-03",92.49,1.6,75.19,16.38
"2025-07-07",92.02,1.66,76.48,17.79
"2025-07-08",91.73,1.72,76.96,16.81
"2025-07-09",92.38,1.75,76.93,15.94
"2025-07-10",92.24,1.74,75.39,15.78
"2025-07-11",91.76,1.77,77.29,16.4
"2025-07-14",91.77,1.76,75.62,17.2
"2025-07-15",91.52,1.75,75.26,17.38
"2025-07-16",91.59,1.79,75.19,17.16
"2025-07-17",91.69,1.72,76.16,16.52
"2025-07-18",91.89,1.73,75.93,16.41
"2025-07-21",92.24,1.71,75.59,16.65
"2025-07-22",92.4,1.72,75.35,16.5
"2025-07-23",92.44,1.66,75.28,15.37
"2025-07-24",92.42,1.64,76.09,15.39
"2025-07-25",92.72,1.67,74.85,14.93
"2025-07-28",92.66,1.64,77.17,15.03
"2025-07-29",93.01,1.69,79.8,15.98
"2025-07-30",92.85,1.71,81.04,15.48
"2025-07-31",92.87,1.74,79.59,16.72
"2025-08-01",92.72,1.97,77.46,20.38
"2025-08-04",93.18,1.88,76.11,17.52
"2025-08-05",93.18,1.84,75.02,17.85
"2025-08-06",93.24,1.85,73.79,16.77
"2025-08-07",93.38,1.82,73.42,16.57
"2025-08-08",93.38,1.81,73.3,15.15
"2025-08-11",93.5,1.81,73.8,16.25
"2025-08-12",93.68,1.8,72.95,14.73
"2025-08-13",94.14,1.78,72.46,14.49
"2025-08-14",93.93,1.78,73.74,14.83
"2025-08-15",93.85,1.76,72.8,15.09
"2025-08-18",93.94,1.76,73.17,14.99
"2025-08-19",93.98,1.78,72.3,15.57
"2025-08-20",93.83,1.81,73.52,15.69
"2025-08-21",93.53,1.81,74.13,16.6
"2025-08-22",94.21,1.76,74.64,14.22
"2025-08-25",93.84,1.69,75.75,14.79
"2025-08-26",93.82,1.72,74.05,14.62
"2025-08-27",93.71,1.74,74.68,14.85
"2025-08-28",94.26,1.72,75.24,14.43
"2025-08-29",94.12,1.77,74.84,15.36
"2025-09-02",93.36,1.86,76.76,17.17
"2025-09-03",93.76,1.82,74.83,16.35
"2025-09-04",94.13,1.78,74.18,15.3
"2025-09-05",94.76,1.79,72.63,15.18
"2025-09-08",94.75,1.79,73.04,15.11
"2025-09-09",94.66,1.82,73.39,15.04
"2025-09-10",95.18,1.79,74.71,15.35
"2025-09-11",95.53,1.74,73,14.71
"2025-09-12",95.25,1.75,73.31,14.76
"2025-09-15",95.59,1.72,74.23,15.69
"2025-09-16",95.53,1.75,75.67,16.36
"2025-09-17",95.48,1.74,74.97,15.72
"2025-09-18",95.08,1.68,74.69,15.7
"2025-09-19",94.98,1.68,73.52,15.45
"2025-09-22",95.19,1.66,73.45,16.1
"2025-09-23",95.56,1.69,75.05,16.64
"2025-09-24",95.5,1.69,76.39,16.18
"2025-09-25",95.26,1.72,76.99,16.74
"2025-09-26",95.23,1.72,77.02,15.29
"2025-09-29",95.39,1.71,74.59,16.12
"2025-09-30",95.19,1.77,73.75,16.28
"2025-10-01",95.12,1.8,73.14,16.29
"2025-10-02",95.17,1.79,71.54,16.63
"2025-10-03",95.21,1.76,71.71,16.65
"2025-10-06",95.09,1.73,72.87,16.37
"2025-10-07",95.05,1.78,73.2,17.24
"2025-10-08",95.1,1.79,73.53,16.3
"2025-10-09",95.05,1.87,72.51,16.43
"2025-10-10",94.63,2.07,69.39,21.66
"2025-10-13",95.28,2.07,70.28,19.03
"2025-10-14",95.24,2.01,69,20.81
"2025-10-15",95.57,1.86,68.99,20.64
"2025-10-16",95.71,1.95,67.81,25.31
"2025-10-17",95.74,1.95,67.98,20.78
"2025-10-20",96.16,1.9,67.83,18.23
"2025-10-21",96.28,1.88,68.27,17.87
"2025-10-22",96.08,1.91,70.63,18.6
"2025-10-23",96.01,1.85,73.29,17.3
"2025-10-24",96.29,1.78,73.18,16.37
"2025-10-27",97.03,1.71,73.12,15.79
"2025-10-28",97.03,1.73,71.39,16.42
"2025-10-29",96.6,1.68,71.8,16.92
"2025-10-30",96.49,1.76,71.71,16.91
"2025-10-31",96.67,1.79,72.56,17.44
"2025-11-03",95.97,1.87,72.74,17.17
"2025-11-04",95.86,1.95,71.93,19
"2025-11-05",95.65,1.87,71.03,18.01
"2025-11-06",95.97,1.95,70.88,19.5
"2025-11-07",96.02,1.96,71.26,19.08
"2025-11-10",96.24,1.83,71.68,17.6
"2025-11-11",96.46,1.83,72.72,17.28
"2025-11-12",96.5,1.82,69.79,17.51
"2025-11-13",96.03,1.89,69.85,20
"2025-11-14",95.97,1.85,71.38,19.83
"2025-11-17",95.99,1.9,71.3,22.38
"2025-11-18",95.96,1.95,72.5,24.69
"2025-11-19",96.12,1.93,70.88,23.66
"2025-11-20",95.89,1.95,70.15,26.42
"2025-11-21",96.15,1.97,69.3,23.43
"2025-11-24",96.35,1.92,70.42,20.52
"2025-11-25",96.6,1.89,69.25,18.56
"2025-11-26",96.7,1.79,70.04,17.19
"2025-11-28",96.73,1.73,71.07,16.35
"2025-12-01",96.02,1.78,71.06,17.24
"2025-12-02",96.42,1.77,70.2,16.59
"2025-12-03",96.54,1.75,70.66,16.08
"2025-12-04",96.46,1.76,71.39,15.78
"2025-12-05",96.33,1.73,71.92,15.41
"2025-12-08",95.93,1.76,70.49,16.66
"2025-12-09",95.85,1.77,69.86,16.93
"2025-12-10",96.24,1.79,70.54,15.77
"2025-12-11",96.31,1.76,69.25,14.85
"2025-12-12",96.26,1.79,68.81,15.74
"2025-12-15",96.39,1.78,67.89,16.5
"2025-12-16",96.65,1.85,66.17,16.48
"2025-12-17",96.28,1.85,67.98,17.62
"2025-12-18",96.7,1.81,67.19,16.87
"2025-12-19",96.27,1.77,68.03,14.91
"2025-12-22",96.31,1.74,69.73,14.08
"2025-12-23",96.26,1.7,70.3,14
"2025-12-24",96.55,1.72,70.2,13.47
"2025-12-26",96.54,1.73,68.48,13.6
"2025-12-29",96.59,1.74,69.61,14.2
"2025-12-30",96.47,1.71,69.74,14.33
"2025-12-31",96.28,1.69,69.16,14.95
"2026-01-02",96.3,1.71,68.96,14.51
"2026-01-05",96.45,1.69,70.22,14.9
"2026-01-06",96.35,1.68,68.51,14.75
"2026-01-07",96.16,1.7,67.79,15.38
"2026-01-08",96.01,1.67,70.54,15.45
"2026-01-09",96.36,1.65,70.78,14.49
"2026-01-12",96.28,1.65,71.65,15.12
"2026-01-13",96.16,1.66,73.48,15.98
"2026-01-14",96.36,1.67,72.61,16.75
"2026-01-15",96.4,1.62,71.13,15.84
"2026-01-16",96.21,1.58,71.65,15.86
"2026-01-20",95.73,1.65,71.86,20.09
"2026-01-21",96.5,1.62,73.34,16.9
"2026-01-22",96.48,1.57,71.82,15.64
"2026-01-23",96.72,1.61,73.95,16.09
"2026-01-26",96.82,1.62,73.48,16.15
"2026-01-27",96.78,1.64,75.66,16.35
"2026-01-28",96.66,1.65,76.62,16.35
"2026-01-29",96.67,1.68,79.14,16.88
"2026-01-30",96.58,1.71,79.52,17.44
"2026-02-02",96.14,1.67,75.33,16.34
"2026-02-03",96.16,1.72,77.47,18
"2026-02-04",96.2,1.71,77.88,18.64
"2026-02-05",96.44,1.8,76.69,21.77
"2026-02-06",96.69,1.71,76.99,17.76
"2026-02-09",96.72,1.68,78.02,17.36
"2026-02-10",96.97,1.69,78.03,17.79
"2026-02-11",96.98,1.68,78.89,17.65
"2026-02-12",97.25,1.75,76.38,20.82
"2026-02-13",97.42,1.78,76.22,20.6
"2026-02-17",97.62,1.77,75.73,20.29
"2026-02-18",97.66,1.71,79.4,19.62
"2026-02-19",97.55,1.72,81.19,20.23
"2026-02-20",97.65,1.7,80.85,19.09
"2026-02-23",97.71,1.78,80.9,21.01
"2026-02-24",97.65,1.78,80.76,19.55
"2026-02-25",97.74,1.75,79.73,17.93
"2026-02-26",97.68,1.79,79.77,18.63
"2026-02-27",97.73,1.89,81.95,19.86
"2026-03-02",96.99,1.82,87.19,21.44
"2026-03-03",96.55,1.86,90.2,23.57
"2026-03-04",96.87,1.76,91.56,21.15
"2026-03-05",96.38,1.8,96.31,23.75
"2026-03-06",95.75,1.91,108.77,29.49
"2026-03-09",95.96,1.96,104.33,25.5
"2026-03-10",95.95,1.87,105.86,24.93
"2026-03-11",95.64,1.9,108.05,24.23
"2026-03-12",94.84,1.97,118.39,27.29
"2026-03-13",94.38,2.06,119.89,27.19
"2026-03-16",94.75,2.06,115.03,23.51
"2026-03-17",95.1,2.02,118.84,22.37
"2026-03-18",94.36,2,121.67,25.09
"2026-03-19",94.63,2.04,117.36,24.06
"2026-03-20",93.15,2,121.43,26.78
"2026-03-23",94.06,1.97,110.56,26.15
"2026-03-24",93.58,1.96,114.54,26.95
"2026-03-25",94.43,1.95,113.39,25.33
"2026-03-26",93.46,1.99,117.26,27.44
"2026-03-27",92.95,2.18,124.2,31.05
"2026-03-30",93.11,2.22,129.83,30.61
"2026-03-31",93.93,2.08,127.25,25.25
"2026-04-01",93.86,1.97,124.09,24.54
"2026-04-02",93.97,1.98,137.92,23.87
"2026-04-06",93.94,1.86,138.94,24.17
"2026-04-07",93.99,1.92,138.08,25.78
